X1,X2,X3,X4,X1.1,X2.1,X3.1,X4.1,X1.2,X2.2,X3.2,X4.2,X1.3,X2.3,X3.3,X4.3,X1.4,X2.4,X3.4,X4.4
0.174615118,0.171545208,0.171231573,0.17134155,0.187317036,0.184928122,0.18459886,0.184442707,0.19785388,0.196497936,0.196240546,0.196167197,0.206443799,0.205841212,0.205749096,0.205801943,0.212952725,0.212770956,0.212840437,0.212958317
0.176438101,0.176313086,0.17607659,0.176423348,0.191202831,0.19061265,0.190524582,0.190538565,0.201864324,0.201808251,0.201938439,0.20195205,0.210166982,0.210359185,0.210536318,0.210593662,0.21629591,0.216690151,0.216846756,0.216872603
0.17681967,0.177389391,0.177431592,0.177377861,0.191821774,0.191799036,0.19172837,0.191694684,0.202997297,0.203030866,0.202994812,0.202993573,0.21155002,0.211720977,0.211727901,0.211727901,0.217696324,0.217958883,0.217963166,0.217963166
0.176398565,0.176604943,0.176566337,0.176537824,0.192673189,0.192527045,0.192470927,0.192471106,0.203932931,0.203953335,0.203960879,0.203960879,0.21227764,0.212354595,0.212354595,0.212354595,0.218250673,0.218357141,0.218357255,0.218357255
,,,,,,,,,,,,,,,,,,,
gamma,cost,eps,,,,,,,,,,,,,,,,,
1,70,0.001,,,,,,,,,,,,,,,,,
