"","iso1","iso2","iso3","iso4","iso5","iso1","iso2","iso3","iso4","iso5","iso1","iso2","iso3","iso4","iso5"
"1",-6.36810110868709,-3.93803414376779,-2.69527001466968,2.95801856053595,-1.47157839544678,-7.65760657233146,-3.20957588104195,-2.16963435174544,-2.90819026108034,-1.00682180063298,-7.27262503756716,-3.08378330824277,-2.10048189510864,-3.16654055297441,0.25189333340879
"2",-5.91578395632492,-4.08604753550845,-3.0129440205889,2.87624084476613,-1.74806968251269,-7.19117429915086,-3.6004020845704,-2.33126620699206,-2.97535319163838,-1.08900229271434,-6.61064635183075,-3.14828724882914,-1.91595466168967,-3.20632100965496,0.264403878113653
"3",-4.51797733430473,-4.09028073485318,-2.91622987249354,1.5189278213417,-1.2724143135275,-5.8534772872965,-3.28638262444976,-1.96507497831486,-2.0128809401151,-1.45761022606583,-5.34426882284376,-3.25238760310874,-1.64037894587431,-2.50092357023549,0.72953197772846
"4",-1.24757357099483,-1.42481565168951,-6.90030986789167,-0.045557308750855,-2.72155601877528,-1.12139148246153,-4.32747753900367,-5.59426138849029,-0.35551262779425,-1.60215548456428,-1.06907525124132,-4.23556006561717,-5.39734500806555,-0.842826562673835,1.48336233755938
"5",-1.66875763095223,-1.48289761077594,-6.30487503105655,-0.0570614367140325,-2.62843406998609,-1.76243394509467,-3.91106218488509,-5.54101527664292,-0.521503310268529,-1.54397142177385,-1.57011794219016,-3.77476248054388,-5.4218559250681,-1.05016874078027,1.25869485888653
"6",-2.18272823925679,-1.94499058030073,-4.99005210082539,-0.443952698017678,-2.37666592221476,-2.40983091709937,-3.33907522498412,-4.38235736115335,-0.471605404807248,-2.34828652712088,-2.33812985483722,-3.34289573613541,-4.38460506092497,-1.12578977251541,1.98504650819158
"7",-6.04017604418218,-0.95642951587275,-2.26203047009507,3.59730727198973,-4.28877280783751,-6.72795835478624,-0.734516168748403,-3.99664033201293,-3.73563638869186,0.0910849261096087,-6.80984208224022,-0.459537710216214,-4.10364454662063,-3.43303047652429,-1.02883104431962
"8",-5.70076533633405,-1.06631126342669,-2.71200505540368,3.19521971681934,-3.70244550289791,-6.28623668611033,-1.04608502265621,-4.27990050300859,-3.34928530551942,0.00368214652192445,-6.30847890316368,-0.80981176255335,-4.38462765144594,-3.20253105254062,-0.859849068044117
"9",-5.08862319563701,-1.26848073075759,-2.7114516866671,2.22377382302921,-3.73737826632286,-5.65171974457696,-1.27829924408235,-4.02327929715864,-2.84078741192934,-0.698943857808512,-5.73701570426207,-1.08825075550778,-3.95873295306384,-2.69634502699197,0.112089724261123
"10",-0.172620606020355,-3.85354006416642,-6.27005836998644,-0.0930443134420785,-2.02965688030273,-0.977611489065238,-6.18759718953647,-3.68692036498669,-1.23899628148991,-2.14287432728394,-1.2711922116851,-6.08104232115592,-3.52835737685404,-1.68169036664129,1.63745803728768
"11",-0.507480309931303,-4.10448988485597,-5.89142301721529,-0.0602008100917224,-1.84662001388166,-1.35125360697737,-5.93253954202212,-3.19064449793045,-1.5734291981189,-2.0409525925452,-1.43288548218739,-5.74012483540891,-3.33045572640728,-1.98394348145583,1.48519554659242
"12",-1.95710176467098,-3.72954614727363,-4.1779032776647,0.326739315396647,-1.66617062466748,-2.60686004590475,-4.5722846643976,-2.29738490200605,-1.61946206904947,-2.05074430290991,-2.37693523252759,-4.56474092212347,-2.21195977434727,-2.22299722467815,1.21801533504864
"13",-0.490799203585644,-3.1133972487409,-6.33228294591443,-0.414237151607911,-2.10401584313013,-1.12289861643911,-5.58898484522498,-4.22782238018581,-0.619093892586147,-2.18335112657222,-1.40896692490871,-5.54647015842297,-4.0221602594832,-1.07933639464677,1.94379061482417
