"","iso1","iso2","iso3","iso4","iso5","iso1","iso2","iso3","iso4","iso5","iso1","iso2","iso3","iso4","iso5"
"1",-6.0288145630028,-3.76778688201118,-2.74520872549147,2.32614387365549,0.119417056230523,-6.16752460288969,-3.40470608080916,-2.98587872693568,1.49205891620323,-0.622137322329209,-6.48729607103721,-2.79720687789628,-2.75180591880219,1.46214856705642,1.1200084423535
"2",-6.19417569176683,-3.35341045080536,-2.06689435262374,2.93613207038555,-0.687298914705256,-6.29061050884162,-3.19245920141029,-2.36875276266793,2.26697498596812,-1.43705655804782,-6.49156143796068,-2.43069093292205,-2.16953328301909,2.357023373414,1.84283391781232
"3",-5.40671677212712,-3.1093677328056,-1.75468187054328,2.60398733726832,0.0473657486802668,-5.48816474020036,-2.68015322539755,-1.99911408118326,2.2600015201068,-0.711589239980549,-5.71428433660303,-2.12381315004837,-1.69326612699329,2.31872027564752,1.17761794398502
"4",-1.74494317172245,-4.39086460344349,-4.43838007961897,1.1981111001805,1.73428182659586,-1.95702916167808,-4.28425241720054,-4.48035550905217,1.59638825873492,1.35709059729089,-2.5106897723449,-4.60525225628434,-4.12794722998557,0.78764350338098,-1.56240823978218
"5",-1.97072365474999,-3.8573908292836,-5.07015267492233,1.36604741105664,1.31037145601982,-2.03622239571278,-3.71192542859575,-5.14270351434966,1.68665577137042,0.937679839843241,-2.48465489732371,-4.22415979100551,-4.72922757366151,0.999702654285466,-1.08389997734976
"6",-2.26848787972655,-3.15213598213592,-4.44996406719218,1.79964369454077,1.6975590730215,-2.29133574335813,-3.16774107017724,-4.32611847288606,1.98708363206218,0.494596384003328,-2.78105188707103,-3.54991210615356,-4.03853675765106,1.10496572760128,-0.970591459619248
"7",-6.21749992887784,-0.843105830623992,-4.32191774131764,2.85418563831262,-2.48194888646242,-6.21691904165701,-0.640390338694898,-4.81419920161409,1.4878024099991,-2.81091743871713,-6.23180829344318,-0.401140660078327,-5.03553217210019,1.16840946575599,2.06610231779647
"8",-5.97179120992479,-0.936249918889751,-4.43663358271078,2.92965346203298,-1.89795772013642,-5.97412938786982,-0.83848657402107,-4.7692855308754,1.81237555258474,-2.36810614750473,-5.64245464349696,-0.51882345062434,-4.69757184448334,1.58112978706705,1.69179197006681
"9",-5.37038352089123,-0.906373509987586,-3.63291951659155,2.66627641873419,-1.04382524857071,-5.35066953030271,-0.853132555230328,-4.01790873358108,1.95611785726633,-1.51993652177138,-5.44180939290709,-0.599628826731491,-4.18214107508719,1.40676657951383,1.05580545578736
"10",-2.47897223668405,-5.4160349065401,-3.04558846248151,2.11682027110735,0.814899021918474,-2.68892650502589,-5.2676085974551,-3.08708317905509,1.77599603716255,-0.0572752475767372,-3.34332041001755,-5.37092567908348,-2.44742710990356,1.33606679426777,0.399202069965895
