"","Dim.1","Dim.2","Dim.3","Dim.4"
"2790",-4.01272451656416,0.970081513715982,1.11679011752272,-0.985111213511441
"2791",-4.53059356776313,-0.942281460606843,0.807888594686126,-1.58742259542302
"2792",-4.50298314456702,-0.943276917832738,0.804108849563131,-1.58890609359376
"2793",-4.23655301740138,-0.952882703060995,0.767635740599149,-1.60322128910789
"2794",-4.18943589219412,0.473485634216052,0.979136784250785,0.939544461957622
"2795",-4.16182546899801,0.472490176990157,0.97535703912779,0.938060963786883
"2796",-3.89539534183238,0.4628843917619,0.938883930163808,0.923745768272753
"2797",-4.20669755606025,0.808198826470474,1.06726655106357,0.386661169935521
"2798",-4.17908713286414,0.807203369244578,1.06348680594057,0.385177671764781
"2799",-3.91265700569851,0.797597584016321,1.02701369697659,0.370862476250651
"2800",-4.24377572450433,0.322319645849708,0.96956812403522,0.459291938790719
"2801",-4.21616530130822,0.321324188623813,0.965788378912225,0.45780844061998
"2802",-3.94973517414258,0.311718403395555,0.929315269948242,0.44349324510585
"2803",-4.22159159027956,0.408687700343828,0.979347446057009,0.629566009087183
"2804",-4.19398116708345,0.407692243117934,0.975567700934014,0.628082510916443
"2805",-3.92755103991782,0.398086457889676,0.939094591970032,0.613767315402314
"2806",-4.50585538031677,-1.49469308456743,0.664263851706521,-0.719002236020721
"2807",-4.47824495712067,-1.49568854179333,0.660484106583527,-0.720485734191461
"2808",-4.21181482995503,-1.50529432702158,0.624010997619544,-0.734800929705591
"2809",-4.36702302245847,-1.51132826521334,0.876785095857753,0.855446693223656
"2810",-4.38601968398575,-1.51064336575161,0.879385655010757,0.85646737705837
"2811",-4.06986153141605,-1.52204202904864,0.836104998760658,0.839480312511395
"2812",-4.30534111799161,0.922061857439254,1.42642150589872,-0.965178228891884
"2813",-4.32433777951889,0.922746756900986,1.42902206505172,-0.96415754505717
"2814",-4.00817962694919,0.911348093603951,1.38574140880162,-0.981144609604145
"2815",-4.52268851356651,-0.973830597815152,1.08056229386336,-1.53546649409779
"2816",-4.5416851750938,-0.97314569835342,1.08316285301636,-1.53444581026308
"2817",-4.22552702252409,-0.984544361650455,1.03988219676626,-1.55143287481005
"2818",-4.18650726303483,0.421878649821751,1.2494539476817,0.954018938885483
"2819",-4.20550392456212,0.422563549283484,1.2520545068347,0.955039622720198
"2820",-3.88934577199241,0.411164885986449,1.2087738505846,0.938052558173223
"2821",-4.20057675938819,0.774349172597714,1.34026041552574,0.420062644444216
"2822",-4.21957342091547,0.775034072059446,1.34286097467874,0.421083328278931
"2823",-3.90341526834577,0.763635408762412,1.29958031842864,0.404096263731956
"2824",-4.24409552739203,0.255469470200819,1.23783484677809,0.45154873507147
"2825",-4.26309218891932,0.256154369662551,1.24043540593109,0.452569418906184
"2826",-3.94693403634961,0.244755706365516,1.19715474968099,0.435582354359209
"2827",-4.21770586366378,0.363014650833818,1.25061241704403,0.649077466013696
"2828",-4.23670252519107,0.36369955029555,1.25321297619704,0.65009814984841
"2829",-3.92054437262136,0.352300886998515,1.20993231994694,0.633111085301435
"2830",-4.49941446646096,-1.54001148095339,0.934370030622357,-0.669844207261331
"2831",-4.51841112798825,-1.53932658149166,0.936970589775361,-0.668823523426616
"2832",-4.20225297541854,-1.55072524478869,0.893689933525262,-0.685810587973591
"2833",-4.13230431437739,-1.58013588322929,1.17486647875045,0.86279267710948
"2834",-4.21444295801548,-1.57717448326255,1.1861108966826,0.867205957076928
"2835",-3.94043506104131,-1.58705347494108,1.14860042446368,0.852483610699177
"2836",-4.07403712182732,0.839361772114476,1.7228551055431,-0.983416140552859
"2837",-4.15617576546541,0.84232317208122,1.73409952347524,-0.979002860585411
"2838",-3.88216786849124,0.832444180402685,1.69658905125632,-0.993725206963162
"2839",-4.28884545326754,-1.04748677128555,1.37791478260283,-1.53333591575959
"2840",-4.37098409690563,-1.0445253713188,1.38915920053498,-1.52892263579214
"2841",-4.09697619993146,-1.05440436299734,1.35164872831606,-1.54364498216989
"2842",-3.95084318681808,0.354800488311466,1.54748731200372,0.970661853575332
"2843",-4.03298183045617,0.35776188827821,1.55873172993587,0.97507513354278
"2844",-3.758973933482,0.347882896599675,1.52122125771695,0.960352787165029
"2845",-3.97034723073006,0.68602457071097,1.63587702153361,0.395085285597184
"2846",-4.05248587436815,0.688985970677713,1.64712143946576,0.399498565564632
"2847",-3.77847797739398,0.679106978999178,1.60961096724683,0.384776219186881
"2848",-4.01022577614734,0.178381846916784,1.53435695558821,0.457582051378537
"2849",-4.09236441978543,0.181343246883527,1.54560137352035,0.461995331345985
"2850",-3.81835652281126,0.171464255204992,1.50809090130143,0.447272984968234
"2851",-3.98630188161439,0.282067655682118,1.5474149638679,0.630180483306416
"2852",-4.06844052525248,0.285029055648861,1.55865938180004,0.634593763273864
"2853",-3.79443262827831,0.275150063970326,1.52114890958112,0.619871416896113
"2854",-4.26530349739049,-1.62176266012003,1.22966388213141,-0.656099217867148
"2855",-4.34744214102858,-1.61880126015328,1.24090830006356,-0.6516859378997
"2856",-4.07343424405441,-1.62868025183182,1.20339782784463,-0.666408284277451
"2857",-4.3883321404925,-1.60171660731631,1.4781581583349,0.917976265038966
"2858",-4.32505201906517,-1.60399808825136,1.46949538889277,0.914576246730125
"2859",-4.05016867005601,-1.61390864319308,1.43186507115261,0.899806862627408
"2860",-4.33244562354529,0.806781897079162,2.0246850789492,-0.944695230115213
"2861",-4.26916550211796,0.804500416144121,2.01602230950708,-0.948095248424054
"2862",-3.9942821531088,0.794589861202395,1.97839199176691,-0.962864632526771
"2863",-4.54239743567787,-1.05823972444888,1.68258103879848,-1.46039238799431
"2864",-4.47911731425054,-1.06052120538392,1.67391826935635,-1.46379240630315
"2865",-4.20423396524138,-1.07043176032564,1.63628795161619,-1.47856179040587
"2866",-4.21226868049035,0.309634718077829,1.84778721801158,0.987104525567419
"2867",-4.14898855906303,0.307353237142788,1.83912444856945,0.983704507258578
"2868",-3.87410521005387,0.297442682201062,1.80149413082929,0.968935123155861
"2869",-4.2267718784116,0.664986711935746,1.93949109578364,0.445039321084037
"2870",-4.16349175698427,0.662705231000705,1.93082832634151,0.441639302775196
"2871",-3.88860840797511,0.652794676058979,1.89319800860135,0.426869918672479
"2872",-4.27277354542282,0.12970799632991,1.83436727829571,0.464509920691004
"2873",-4.2094934239955,0.127426515394869,1.82570450885358,0.461109902382162
"2874",-3.93461007498634,0.117515960453142,1.78807419111342,0.446340518279446
"2875",-4.23715755315511,0.281269395405272,1.85314055168902,0.724387139342378
"2876",-4.17387743172778,0.278987914470231,1.84447778224689,0.720987121033537
"2877",-3.89899408271862,0.269077359528505,1.80684746450673,0.70621773693082
"2878",-4.51284550238072,-1.61566249584392,1.53542039360482,-0.530180181352416
"2879",-4.44956538095339,-1.61794397677896,1.52675762416269,-0.533580199661257
"2880",-4.17468203194423,-1.62785453172068,1.48912730642253,-0.548349583763974
"2881",-4.30734373352619,-1.02357687687963,-1.6385441148955,0.751349919836308
"2882",-4.22296454127221,-1.02661905685811,-1.65009525404824,0.74681625599247
"2883",-3.93871655850793,-1.0368672412622,-1.68900754883429,0.731543713464882
"2884",-4.24159785862365,1.43024301545031,-1.08601860349725,-1.04290162279135
"2885",-4.15721866636967,1.42720083547184,-1.09756974264999,-1.04743528663519
"2886",-3.87297068360539,1.41695265106774,-1.13648203743604,-1.06270782916278
"2887",-4.46520676670575,-0.489560422845109,-1.43452690990819,-1.66173806064284
"2888",-4.38082757445177,-0.492602602823583,-1.44607804906093,-1.66627172448668
"2889",-4.09657959168749,-0.502850787227675,-1.48499034384698,-1.68154426701426
"2890",-4.13373999418273,0.881907087590671,-1.26911587587494,0.797719226730229
"2891",-4.04936080192875,0.878864907612197,-1.28066701502768,0.793185562886391
"2892",-3.76511281916447,0.868616723208105,-1.31957930981372,0.777913020358804
"2893",-4.13782408365765,1.27950848585084,-1.17241752990188,0.333862937100365
"2894",-4.05344489140366,1.27646630587236,-1.18396866905462,0.329329273256527
"2895",-3.76919690863939,1.26621812146827,-1.22288096384067,0.314056730728939
"2896",-4.19113023973108,0.710972660349961,-1.28190926891506,0.302308541894379
"2897",-4.10675104747709,0.707930480371486,-1.2934604080678,0.297774878050541
"2898",-3.82250306471281,0.697682295967394,-1.33237270285385,0.282502335522953
"2899",-4.14619247113586,0.907199786001107,-1.25703201731655,0.624976174826581
"2900",-4.06181327888188,0.904157606022633,-1.26858315646929,0.620442510982743
"2901",-3.7775652961176,0.893909421618541,-1.30749545125534,0.605169968455156
"2902",-4.43453183955042,-1.04640049194174,-1.58209516476575,-0.718942766321966
"2903",-4.35015264729644,-1.04944267192021,-1.59364630391849,-0.723476430165804
"2904",-4.06590466453216,-1.0596908563243,-1.63255859870454,-0.738748972693391
"2905",-5.2489522599166,-0.986989413606629,-1.44886057312221,0.841538138305266
"2906",-5.13545416556401,-0.991081437019168,-1.46439796150454,0.835439926258367
"2907",-4.55429544957623,-1.01203434451764,-1.54395602574858,0.804214476146512
"2908",-5.17638518715898,1.501946851468,-0.89128909797406,-0.909310687392407
"2909",-5.0628870928064,1.49785482805546,-0.90682648635639,-0.915408899439306
"2910",-4.48172837681862,1.47690192055698,-0.986384550600426,-0.946634349551162
"2911",-5.39356539416813,-0.388504059237309,-1.23593344844084,-1.48332654728952
"2912",-5.28006729981555,-0.392596082649848,-1.25147083682317,-1.48942475933642
"2913",-4.69890858382777,-0.413548990148323,-1.33102890106721,-1.52065020944827
"2914",-5.06868064923392,0.951633916826061,-1.07478270202735,0.931576813659894
"2915",-4.95518255488133,0.947541893413523,-1.09032009040968,0.925478601612994
"2916",-4.37402383889355,0.926588985915048,-1.16987815465371,0.894253151501139
"2917",-5.09251220278836,1.26199812923684,-0.989256316679501,0.326980761880917
"2918",-4.97901410843577,1.2579061058243,-1.00479370506183,0.320882549834017
"2919",-4.39785539244799,1.23695319832582,-1.08435176930587,0.289657099722162
"2920",-5.12013909235254,0.809666085016779,-1.08356229555095,0.475552971615894
"2921",-5.00664099799996,0.805574061604241,-1.09909968393328,0.469454759568994
"2922",-4.42548228201218,0.784621154105766,-1.17865774817731,0.438229309457139
"2923",-5.09857158913142,0.903700985383431,-1.07165664954166,0.630563793766842
"2924",-4.98507349477883,0.899608961970892,-1.08719403792399,0.624465581719943
"2925",-4.40391477879105,0.878656054472417,-1.16675210216802,0.593240131608088
"2926",-5.38983728099092,-1.0621119418558,-1.39820507127074,-0.734958643688442
"2927",-5.27633918663834,-1.06620396526834,-1.41374245965307,-0.741056855735341
"2928",-4.69518047065055,-1.08715687276682,-1.4933005238971,-0.772282305847196
"2929",-4.02624366318059,-1.14302693436446,-1.06962628196364,0.814993007649403
"2930",-3.86190998187044,-1.14895176751013,-1.09212283792238,0.806163417683217
"2931",-3.55779521718324,-1.15991622241395,-1.13375480750477,0.789823440063027
"2932",-3.9630695814932,1.31249017779106,-0.515445129491303,-1.01124637869922
"2933",-3.79873590018305,1.3065653446454,-0.537941685450048,-1.02007596866541
"2934",-3.49462113549585,1.29560088974157,-0.579573655032438,-1.0364159462856
"2935",-4.18311087650479,-0.594768017121358,-0.86270096670996,-1.60129353590931
"2936",-4.01877719519464,-0.600692850267021,-0.885197522668705,-1.6101231258755
"2937",-3.71466243050744,-0.611657305170843,-0.926829492251095,-1.62646310349569
"2938",-3.85455892508725,0.764617871331226,-0.698749592096853,0.836558330815265
"2939",-3.69022524377711,0.758693038185563,-0.721246148055598,0.827728740849078
"2940",-3.3861104790899,0.747728583281741,-0.762878117637988,0.811388763228888
"2941",-3.87230046835783,1.10441828360053,-0.609174523399072,0.272716506930244
"2942",-3.70796678704769,1.09849345045487,-0.631671079357817,0.263886916964058
"2943",-3.40385202236048,1.08752899555105,-0.673303048940207,0.247546939343868
"2944",-3.90153302728821,0.640963473123115,-0.70534874773046,0.414059863432081
"2945",-3.73719934597806,0.635038639977452,-0.727845303689205,0.405230273465895
"2946",-3.43308458129086,0.624074185073629,-0.769477273271595,0.388890295845704
"2947",-3.88594455790942,0.710918050389444,-0.696269979081842,0.52401810647047
"2948",-3.72161087659927,0.704993217243781,-0.718766535040586,0.515188516504284
"2949",-3.41749611191207,0.694028762339958,-0.760398504622977,0.498848538884094
"2950",-4.17739617281546,-1.25755484233907,-1.02336155712055,-0.840906261266402
"2951",-4.01306249150532,-1.26347967548473,-1.0458581130793,-0.849735851232588
"2952",-3.70894772681811,-1.27444413038855,-1.08749008266169,-0.866075828852779
"2953",-4.17564801469243,-1.14368232250632,-0.82151737831261,0.906821502629721
"2954",-3.99407353718747,-1.15022874971558,-0.846374123206926,0.897065570845612
