"","iso1","iso2","iso3","iso4","iso5","iso1","iso2","iso3","iso4","iso5","iso1","iso2","iso3","iso4","iso5"
"1",-8.01615721640273,-1.83894720036097,0.0945597335227583,1.02093553568455,-1.70963857033326,-7.75941020102911,-1.70440401849732,0.0319046355274644,0.487226605894489,1.83052466500489,-7.1706283986325,-3.79902837470219,-1.21575427782659,-4.12287632416952,-1.47898621615926
"2",-7.37750760417066,-2.16401256007215,0.333048343679257,0.878755025943837,-1.69309200866711,-7.17902213085222,-2.14408749337574,0.256904351270461,0.404812923677096,1.67687932321284,-6.5739751828898,-4.1506547289398,-1.17234020975925,-3.87406350883088,-1.40800765774961
"3",-6.13355493535106,-2.89704980929295,0.0763488004004214,0.175015079742184,-1.11081750477907,-5.89881589021834,-2.88802440066095,-0.121357120926724,-0.0888841281140606,1.19080722227494,-5.24539211655543,-4.47159094606744,-0.914154884019283,-2.37516718546049,-1.22995386393359
"4",-1.59202899370457,-2.17374356768434,-5.87292844051963,0.0536405102893258,-0.992022907701453,-1.63221792317686,-1.73922924471992,-6.28997909230771,-0.726763398009602,1.9099293192364,-0.907378389888751,-2.66193059516744,-6.383745142283,0.102391548218945,-2.1446560051448
"5",-2.19147936069185,-2.05592891021284,-5.4101707546471,0.27165560615601,-0.721932395742049,-2.04014322378521,-1.67387359268179,-5.76580682968651,-0.664255898236232,1.76215143741589,-1.22234000544516,-2.57034648630688,-5.80907587669501,0.0983186231502098,-2.17639726339625
"6",-2.52059726203514,-2.32604288790554,-4.14290417086439,-1.36052106505696,-1.21290594993585,-2.4186454660079,-2.08347699585568,-4.31504999886894,-1.88187134365543,1.89023353343813,-1.77926611775194,-2.99470551934379,-4.39108662261696,0.670483356262436,-2.48255063282343
"7",-6.50384321859215,0.432666817277264,0.0851812570267144,1.19081434561426,-4.68040789738525,-6.68499893733568,0.679923911634843,-0.0240506463922825,0.217850503793158,5.16645651185081,-6.34931302147447,-0.765697073973413,-1.25313767885168,-4.1577348727853,-4.652926194529
"8",-5.96574731073554,0.393173581940524,0.100165256997272,0.521611739308527,-4.80640506737558,-6.12155759444353,0.52147789834829,0.00670851080865294,-0.25080171365527,5.16188633670679,-5.79420696599398,-1.19755482851892,-1.40446473737148,-3.57621161817771,-4.72376378123375
"9",-5.91085587543839,-0.0526968038640233,-0.61031725739912,0.465438121953481,-2.78463556804012,-5.80686344493183,0.149438584082864,-0.386648740051767,-0.812059094192741,3.24715724432214,-5.31079503074557,-1.21421460809325,-1.12784318483378,-2.59401288053236,-3.67572660917065
"10",-0.88251622238524,-4.72037944786247,-4.50686769491029,0.628128256536907,-1.87872190383902,-1.3461854956996,-4.4382370793515,-4.9370324860288,0.338669914002641,2.28041248971854,-0.351096207578372,-5.18345229443969,-4.93374213894553,-0.338326982416237,-1.99926201759527
"11",-1.05476234411342,-4.6855720380764,-4.28236250460839,0.686916127540237,-1.79649693836109,-1.592984240113,-4.38819778743609,-4.61493035630277,0.404745495018605,2.0790988377272,-0.607067893872408,-5.23261849474888,-4.70194202309339,-0.562466034121626,-1.74157265190647
