"","iso1","iso2","iso3","iso4","iso5","iso1","iso2","iso3","iso4","iso5","iso1","iso2","iso3","iso4","iso5"
"1",-6.23984638294378,-2.97914736061416,-2.44324578453551,1.76394026002736,1.3679124037986,-6.21244758574426,-2.67618437862806,-2.27553869785767,2.04750347503986,1.23471987106244,-6.29399812817133,-2.3978399293321,-2.22876114240233,-2.22855599335726,1.08946509016259
"2",-6.34459273002626,-2.69953064371889,-1.80537493234232,2.41298798625343,1.9908419933419,-6.16445162286792,-2.76971595865267,-1.93419481890671,2.29369448257022,0.93846462267157,-6.34568183835758,-2.36792864599239,-1.89874300659382,-2.32412530832922,0.633850732712997
"3",-5.47804172706834,-2.1680276130289,-1.30462528087756,2.32238748256273,1.65732962791002,-5.46981968469854,-1.92738873179746,-1.1397791037333,2.48126040383318,1.02655692070071,-5.65066225688967,-1.62078419987208,-1.31775797204434,-2.51958742471529,0.52024856641895
"4",-2.2712918681517,-5.03109536373879,-3.49878228482548,0.901057846718808,-1.43556642775806,-2.44672399626564,-5.0390185623245,-3.28964611036163,0.867864384003031,-1.93693858107617,-2.81706427016822,-5.05240444884439,-3.12078658767668,-0.518988529925078,-2.05355446112035
"5",-2.2982691087682,-4.65367625151613,-4.05673868957209,1.18568818575847,-1.31918352476028,-2.5547869131797,-4.57994143283726,-3.66659685567931,1.16792625777782,-2.11695865546479,-2.84270006235399,-4.7330542905345,-3.35938022332378,-0.649256312834369,-2.204335383004
"6",-2.64243641960459,-3.74071849054587,-3.87451702312411,1.22799172650147,-0.943115190509973,-2.67643330634843,-3.59245195178063,-3.86522175945517,1.2759615698555,-1.59250940157936,-2.91594624620179,-3.76410399040065,-3.93550737653577,-0.920000556175423,-1.77790025929475
"7",-5.73316216069432,-0.795903448599414,-4.57392334444963,1.50644129603361,1.74802160377321,-5.51643077744628,-0.92537632836448,-4.47004047445388,1.91545912123838,1.56205244276662,-5.42666530002327,-1.08214284814505,-4.73054068953914,-2.31223941921496,1.43056352625196
"8",-5.11848814927991,-0.831962540496042,-4.39450048875396,1.6931112335301,1.63806655380211,-5.07126217120355,-0.899711912226388,-4.39225833401654,2.05096376124339,1.1745929778091,-5.02889007961734,-0.819455707192374,-4.74304778313336,-2.34820640364999,0.858499233231406
"9",-5.09943217779302,-1.33464032366146,-4.39104465788645,1.33694203093588,0.157283781819806,-4.67680646344326,-1.2191005976938,-3.92282379053826,1.65367300424327,-0.0273287112274565,-4.71887678054857,-1.17426625527797,-4.24171238110424,-1.64508302435404,-0.274778354396044
"10",-3.26598093214858,-5.33436803556399,-1.58221309765571,1.60646848765019,1.03578641514439,-3.34877664468876,-5.25549275838621,-1.31123096491381,1.82380501877455,0.497312631305207,-3.65202449115205,-5.16027765325078,-0.976226783077963,-1.8569327497235,0.289147109809064
