X1,X2,X3,X4,X1.1,X2.1,X3.1,X4.1,X1.2,X2.2,X3.2,X4.2,X1.3,X2.3,X3.3,X4.3,X1.4,X2.4,X3.4,X4.4
0.108645176,0.126806811,0.134436678,0.139820065,0.120961675,0.133788716,0.139140355,0.142079563,0.125816606,0.133254794,0.135699355,0.137348568,0.128451019,0.132094264,0.133790505,0.13491301,0.130226135,0.131420956,0.132001668,0.132265862
0.108865613,0.127559784,0.135568662,0.141051519,0.121330161,0.134746923,0.140038474,0.142315706,0.126413872,0.134089816,0.136725567,0.138058977,0.129268243,0.13308227,0.134596884,0.135704566,0.131145827,0.132524447,0.133089978,0.133444643
0.108966252,0.127952086,0.13604352,0.141770939,0.121737911,0.135220843,0.140332967,0.142799635,0.126908064,0.134505969,0.137332839,0.138896297,0.130079959,0.133917018,0.135537023,0.136834706,0.131919036,0.133746365,0.134603689,0.134790613
0.109175697,0.12837125,0.136692716,0.142444291,0.122165623,0.135605382,0.140472761,0.143198461,0.127348126,0.134980952,0.138025389,0.139903078,0.130479405,0.135163924,0.13685023,0.13790022,0.132714129,0.13499511,0.135685185,0.136087953
,,,,,,,,,,,,,,,,,,,
gamma,cost,eps,,,,,,,,,,,,,,,,,
1,10,0.001,,,,,,,,,,,,,,,,,
